Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787060799,500,,Aggregated,232.777778,0.000000,680,1100,1300,1400,1600,1700,1900,2000,2100,2200,2200,2736,0,680,780.775026353168,4.4507000129669905,2186.926399997901,3072.4221491228072
1787060800,500,,Aggregated,234.400000,0.000000,770,1200,1400,1500,1700,1800,1900,2000,2200,2300,2300,3017,0,770,846.6090759038873,4.4507000129669905,2283.565499994438,3076.102751077229
1787060801,500,,Aggregated,245.800000,0.000000,850,1300,1400,1500,1700,1800,2000,2000,2200,2300,2300,3315,0,850,901.5332426855285,4.4507000129669905,2283.565499994438,3059.5224736048267
1787060802,500,,Aggregated,253.700000,0.000000,920,1300,1500,1600,1700,1900,2000,2000,2200,2300,2300,3558,0,920,939.1421251552551,4.4507000129669905,2283.565499994438,3054.0320404721756
1787060803,500,,Aggregated,256.300000,0.000000,1000,1400,1500,1600,1800,1900,2000,2000,2200,2300,2300,3811,0,1000,983.6222457629708,4.4507000129669905,2283.565499994438,3107.674888480714
1787060804,500,,Aggregated,259.300000,0.000000,1100,1400,1600,1700,1800,1900,2100,2100,2300,2500,2500,4047,0,1100,1024.782101186718,4.4507000129669905,2461.301600036677,3165.4339016555473
1787060805,500,,Aggregated,258.000000,0.000000,1200,1500,1600,1700,1900,2000,2200,2200,2400,2500,2500,4303,0,1200,1071.7002500355786,4.4507000129669905,2466.0331000341102,3138.7376249128515
1787060806,500,,Aggregated,257.500000,0.000000,1200,1500,1700,1700,1900,2000,2200,2300,2500,2600,2600,4579,0,1200,1110.5364490725417,4.4507000129669905,2612.9274000413716,3170.9113343524787
1787060807,500,,Aggregated,254.400000,0.000000,1300,1600,1700,1800,1900,2100,2200,2300,2600,2600,2600,4806,0,1300,1135.7913117983685,4.4507000129669905,2612.9274000413716,3179.849563046192
1787060808,500,,Aggregated,256.000000,0.000000,1300,1600,1700,1800,2000,2100,2200,2300,2500,2600,2600,5050,0,1300,1161.7636816639367,4.4507000129669905,2612.9274000413716,3173.929702970297
1787060809,500,,Aggregated,259.000000,0.000000,1400,1600,1700,1800,2000,2100,2300,2300,2600,2600,2600,5278,0,1400,1189.775639655668,4.4507000129669905,2612.9274000413716,3156.57881773399
1787060810,500,,Aggregated,257.600000,0.000000,1400,1600,1800,1800,2000,2200,2300,2400,2600,2800,2800,5514,0,1400,1216.6400443421476,4.4507000129669905,2758.590599987656,3271.2615161407325
1787060811,500,,Aggregated,256.500000,0.000000,1400,1700,1800,1900,2000,2200,2300,2400,2600,2800,2800,5716,0,1400,1241.5292977261888,4.4507000129669905,2758.590599987656,3495.160076976907
1787060812,500,,Aggregated,247.800000,0.000000,1400,1700,1800,1900,2100,2200,2300,2400,2600,3000,3000,5967,0,1400,1265.9556432382865,4.4507000129669905,3021.6881000087596,3612.1059158706216
1787060813,500,,Aggregated,238.600000,0.000000,1500,1700,1800,1900,2100,2200,2300,2400,2600,3000,3000,6217,0,1500,1282.0016455690102,4.4507000129669905,3021.6881000087596,3672.5171304487694
1787060814,500,,Aggregated,236.600000,0.000000,1500,1700,1800,1900,2100,2200,2300,2400,2600,3000,3000,6465,0,1500,1294.7312769378127,4.4507000129669905,3021.6881000087596,3815.797215777262
1787060815,500,,Aggregated,240.600000,0.000000,1500,1700,1800,1900,2100,2200,2300,2400,2600,3000,3000,6731,0,1500,1305.7252725008914,4.4507000129669905,3021.6881000087596,3842.1934333679988
1787060816,500,,Aggregated,235.900000,0.000000,1500,1700,1800,1900,2100,2200,2300,2400,2600,3000,3000,6932,0,1500,1315.1135387194818,4.4507000129669905,3021.6881000087596,3994.7847663012117
1787060817,500,,Aggregated,242.800000,0.000000,1500,1700,1900,1900,2100,2200,2300,2400,2600,3000,3000,7197,0,1500,1331.4707276508311,4.4507000129669905,3021.6881000087596,4092.3530637765734
1787060818,500,,Aggregated,237.700000,0.000000,1500,1800,1900,1900,2100,2200,2300,2400,2600,3000,3000,7454,0,1500,1343.533099396804,4.4507000129669905,3021.6881000087596,4107.075395760666
1787060819,500,,Aggregated,237.000000,0.000000,1600,1800,1900,1900,2100,2200,2300,2400,2600,3000,3000,7666,0,1600,1353.544788090755,4.4507000129669905,3021.6881000087596,4174.01747978085
1787060820,500,,Aggregated,237.200000,0.000000,1600,1800,1900,1900,2100,2200,2300,2400,2600,3000,3000,7880,0,1600,1365.8882057110563,4.4507000129669905,3021.6881000087596,4273.933121827411
1787060821,500,,Aggregated,237.300000,0.000000,1600,1800,1900,1900,2100,2200,2400,2400,2600,3000,3000,8107,0,1600,1380.1266373385336,4.4507000129669905,3021.6881000087596,4399.075737017392
1787060822,500,,Aggregated,235.900000,0.000000,1600,1800,1900,2000,2100,2200,2400,2500,2700,3000,3000,8359,0,1600,1393.7654316189894,4.4507000129669905,3021.6881000087596,4465.683574590262
1787060823,500,,Aggregated,240.300000,0.000000,1600,1800,1900,2000,2100,2200,2400,2500,2700,3000,3000,8586,0,1600,1400.7868119150903,4.4507000129669905,3021.6881000087596,4553.374679711158
1787060824,500,,Aggregated,238.500000,0.000000,1600,1800,1900,2000,2100,2200,2400,2500,2700,3000,3000,8861,0,1600,1408.096049057962,4.4507000129669905,3021.6881000087596,4602.487529624196
1787060825,500,,Aggregated,236.500000,0.000000,1600,1800,1900,2000,2100,2200,2400,2500,2700,3000,3000,9090,0,1600,1414.9240376459888,4.4507000129669905,3021.6881000087596,4717.358195819582
1787060826,500,,Aggregated,241.000000,0.000000,1600,1800,1900,2000,2100,2200,2400,2500,2700,3000,3000,9347,0,1600,1421.0310951323631,4.4507000129669905,3021.6881000087596,4727.484754466674
1787060827,500,,Aggregated,233.100000,0.000000,1600,1800,1900,2000,2100,2200,2400,2400,2700,3000,3000,9586,0,1600,1424.96805650967,4.4507000129669905,3021.6881000087596,4770.271333194241
1787060828,500,,Aggregated,237.600000,0.000000,1600,1800,1900,2000,2100,2200,2400,2400,2700,3000,3000,9851,0,1600,1428.9398220385822,4.4507000129669905,3021.6881000087596,4825.278753426048
1787060829,500,,Aggregated,239.100000,0.000000,1600,1800,1900,2000,2100,2200,2400,2400,2700,3000,3000,10117,0,1600,1430.9226017991373,4.4507000129669905,3021.6881000087596,4912.164871009192
1787060830,500,,Aggregated,240.500000,0.000000,1600,1800,1900,2000,2100,2200,2400,2500,2700,3000,3000,10350,0,1600,1436.7683544542535,4.4507000129669905,3021.6881000087596,5001.339806763285
1787060831,500,,Aggregated,242.700000,0.000000,1600,1800,1900,2000,2100,2200,2400,2500,2700,3000,3000,10557,0,1600,1443.9332164536759,4.4507000129669905,3021.6881000087596,5024.73259448707
1787060832,500,,Aggregated,246.900000,0.000000,1600,1800,1900,2000,2100,2300,2400,2500,2800,3000,3000,10871,0,1600,1457.883234017241,4.4507000129669905,3021.6881000087596,5102.943243491859
