Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787060864,1000,,Aggregated,39.400000,3.800000,1200,1800,2000,2200,2500,11000,12000,12000,13000,13000,13000,4205,47,1200,1845.4856265634564,5.052099993918091,12980.819699994754,3785.621640903686
1787060865,1000,,Aggregated,39.400000,3.800000,1200,1800,2000,2200,2500,11000,12000,12000,13000,13000,13000,4205,47,1200,1845.4856265634564,5.052099993918091,12980.819699994754,3785.621640903686
1787060866,1000,,Aggregated,39.400000,3.800000,1200,1800,2000,2200,2500,11000,12000,12000,13000,13000,13000,4205,47,1200,1845.4856265634564,5.052099993918091,12980.819699994754,3785.621640903686
1787060867,1000,,Aggregated,39.400000,3.800000,1200,1800,2000,2200,2500,11000,12000,12000,13000,13000,13000,4205,47,1200,1845.4856265634564,5.052099993918091,12980.819699994754,3785.621640903686
1787060868,1000,,Aggregated,39.400000,3.800000,1200,1800,2000,2200,2500,11000,12000,12000,13000,13000,13000,4205,47,1200,1845.4856265634564,5.052099993918091,12980.819699994754,3785.621640903686
1787060869,1000,,Aggregated,27.800000,4.700000,1200,1800,2000,2200,2500,11000,12000,12000,21000,22000,22000,4222,61,1200,1921.0399496682564,5.052099993918091,21808.090700011235,3772.916864045476
1787060870,1000,,Aggregated,27.800000,4.700000,1300,1800,2100,2200,2800,12000,21000,22000,22000,22000,22000,4342,86,1300,2433.776514647558,5.052099993918091,22383.69149999926,3722.5214187010592
1787060871,1000,,Aggregated,27.800000,4.700000,1300,1800,2100,2300,10000,12000,21000,22000,22000,22000,22000,4383,125,1300,2599.0059663015018,5.052099993918091,22383.69149999926,3688.3089208304814
1787060872,1000,,Aggregated,27.800000,4.700000,1300,1800,2100,2300,10000,12000,21000,22000,22000,22000,22000,4383,125,1300,2599.0059663015018,5.052099993918091,22383.69149999926,3688.3089208304814
1787060873,1000,,Aggregated,26.300000,8.700000,1300,1800,2100,2300,10000,12000,21000,22000,22000,22000,22000,4402,134,1300,2674.556087664575,5.052099993918091,22383.69149999926,3677.192639709223
1787060874,1000,,Aggregated,26.300000,8.700000,1400,1900,2200,2300,11000,20000,21000,22000,22000,22000,22000,4489,142,1400,3001.786777522804,5.052099993918091,22383.69149999926,3709.7026063711296
1787060875,1000,,Aggregated,24.500000,8.100000,1400,1900,2200,2400,11000,20000,21000,22000,22000,22000,22000,4597,142,1400,3151.483873700109,5.052099993918091,22383.69149999926,3779.6806613008484
1787060876,1000,,Aggregated,27.000000,9.500000,1400,1900,2200,2400,11000,20000,21000,22000,22000,22000,22000,4697,142,1400,3117.8617132636273,5.052099993918091,22383.69149999926,3841.8599105812223
1787060877,1000,,Aggregated,35.700000,9.500000,1400,1900,2200,2300,11000,20000,21000,22000,22000,22000,22000,4813,142,1400,3074.675185705291,5.052099993918091,22383.69149999926,3896.637232495325
1787060878,1000,,Aggregated,45.400000,9.500000,1400,1900,2100,2300,11000,20000,21000,22000,22000,22000,22000,4917,142,1400,3036.019881248713,5.052099993918091,22383.69149999926,3949.580028472646
1787060879,1000,,Aggregated,55.700000,9.500000,1400,1800,2100,2300,11000,20000,21000,22000,22000,29000,29000,5026,142,1400,3009.9814231993287,5.052099993918091,28975.955499976408,4009.5103461997614
