Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787060728,50,,Aggregated,140.300000,0.000000,23,60,64,67,77,100,150,190,340,360,360,4597,0,23,42.13228936259067,3.2689999788999557,355.10089999297634,2266.415705895149
1787060729,50,,Aggregated,139.500000,0.000000,23,60,64,67,77,99,150,190,340,360,360,4743,0,23,41.924154058547664,3.2689999788999557,355.10089999297634,2249.3299599409656
1787060730,50,,Aggregated,140.100000,0.000000,23,60,64,67,76,99,150,190,340,360,360,4885,0,23,41.78064818821224,3.2689999788999557,355.10089999297634,2243.4607983623337
1787060731,50,,Aggregated,138.600000,0.000000,23,60,64,67,76,98,140,190,310,360,360,5021,0,23,41.549355885194046,3.2689999788999557,355.10089999297634,2235.4371639115716
1787060732,50,,Aggregated,139.000000,0.000000,23,60,64,67,76,97,140,180,310,360,360,5163,0,23,41.50730439654733,3.2689999788999557,355.10089999297634,2243.3118342049197
1787060733,50,,Aggregated,139.500000,0.000000,23,60,64,67,76,98,140,180,310,360,360,5309,0,23,41.46163149360188,3.2689999788999557,355.10089999297634,2244.619325673385
1787060734,50,,Aggregated,140.600000,0.000000,23,60,64,67,76,98,140,180,310,360,360,5455,0,23,41.57040934916031,3.2689999788999557,355.10089999297634,2233.5682859761687
1787060735,50,,Aggregated,140.300000,0.000000,23,60,64,67,76,97,140,180,310,360,360,5603,0,23,41.48756676765653,3.2689999788999557,355.10089999297634,2240.5475638051043
1787060736,50,,Aggregated,140.700000,0.000000,23,60,64,67,76,97,140,180,310,360,360,5739,0,23,41.41451902761793,3.2689999788999557,355.10089999297634,2240.9587036069
1787060737,50,,Aggregated,141.300000,0.000000,23,60,64,67,76,98,140,180,310,360,360,5884,0,23,41.42680125758991,3.2689999788999557,355.10089999297634,2229.355880353501
1787060738,50,,Aggregated,141.900000,0.000000,23,60,64,67,76,98,140,180,310,360,360,6010,0,23,41.44259941755072,3.2689999788999557,355.10089999297634,2229.2861896838604
1787060739,50,,Aggregated,141.600000,0.000000,23,60,64,67,76,98,140,180,310,360,360,6147,0,23,41.45818478931214,3.2689999788999557,355.10089999297634,2230.1337237676917
